State,County,Year,Month,tmax,tmin,prcp_monttl
California,Yolo,1985,9,,,18.96
California,Yolo,1985,3,,,19.79
California,Yolo,1985,11,13.64,,
California,Yolo,1985,8,,4.7,
California,Yolo,1985,4,41.0,,
California,Yuba,1985,4,,18.78,
California,Yuba,1985,2,,23.65,
California,Yuba,1985,6,,,16.45
California,Yuba,1985,1,,9.28,
California,Yuba,1985,10,,9.56,
California,Yuba,1985,5,10.49,,
California,Yuba,1985,12,,,14.82
California,Yuba,1985,9,,3.26,
California,Yuba,1985,8,29.22,,
California,Yuba,1985,11,,16.09,
California,Yuba,1985,3,,11.64,
California,Yuba,1985,7,,22.08,
California,Alameda,1986,12,43.83,,
California,Alameda,1986,5,,-3.48,
California,Alameda,1986,2,,16.03,
California,Alameda,1986,9,30.82,,
California,Alameda,1986,6,31.47,,
California,Alameda,1986,3,,,1.42
California,Alameda,1986,1,35.93,,
California,Alameda,1986,7,43.65,,
California,Alameda,1986,4,11.28,,
California,Alameda,1986,10,11.11,,
California,Alameda,1986,8,34.48,,
California,Alameda,1986,11,,,19.29
California,Alpine,1986,9,42.04,,
California,Alpine,1986,5,21.0,,
California,Alpine,1986,1,,,7.29
California,Alpine,1986,8,44.42,,
California,Alpine,1986,7,,,2.21
California,Alpine,1986,2,15.52,,
California,Alpine,1986,11,24.53,,
California,Alpine,1986,6,,6.7,
California,Alpine,1986,3,,,1.12
California,Alpine,1986,4,25.38,,
California,Alpine,1986,10,,2.69,
California,Alpine,1986,12,13.37,,
California,Amador,1986,1,,,1.99
California,Amador,1986,5,,,4.53
California,Amador,1986,4,,23.12,
California,Amador,1986,3,25.67,,
California,Amador,1986,11,,,1.18
California,Amador,1986,9,,24.69,
California,Amador,1986,12,30.66,,
California,Amador,1986,6,,,19.82
California,Amador,1986,7,,18.5,
California,Amador,1986,8,19.61,,
California,Amador,1986,2,16.13,,
California,Amador,1986,10,,21.72,
California,Butte,1986,3,,3.94,
California,Butte,1986,5,,,14.78
California,Butte,1986,1,,,13.52
California,Butte,1986,4,40.27,,
California,Butte,1986,12,33.94,,
California,Butte,1986,11,,,9.67
California,Butte,1986,9,,,5.67
California,Butte,1986,6,,,11.27
California,Butte,1986,2,,,3.16
California,Butte,1986,8,25.4,,
California,Butte,1986,10,,,19.09
California,Butte,1986,7,35.98,,
California,Calaveras,1986,8,,6.4,
California,Calaveras,1986,12,,-1.97,
California,Calaveras,1986,2,28.08,,
California,Calaveras,1986,5,32.2,,
California,Calaveras,1986,1,,23.51,
California,Calaveras,1986,7,,,5.45
California,Calaveras,1986,3,,20.7,
California,Calaveras,1986,6,,13.0,
California,Calaveras,1986,4,,12.57,
California,Calaveras,1986,11,28.92,,
California,Calaveras,1986,9,,,6.28
California,Calaveras,1986,10,,,13.9
California,Colusa,1986,3,,10.33,
California,Colusa,1986,9,,14.0,
California,Colusa,1986,6,,,11.56
California,Colusa,1986,5,44.21,,
California,Colusa,1986,12,,12.98,
California,Colusa,1986,2,,,6.8
California,Colusa,1986,1,,21.72,
California,Colusa,1986,8,,,1.67
California,Colusa,1986,7,,13.14,
California,Colusa,1986,10,29.73,,
California,Colusa,1986,4,,22.6,
California,Colusa,1986,11,37.58,,
California,Contra Costa,1986,3,,5.79,
California,Contra Costa,1986,9,,,13.25
California,Contra Costa,1986,1,12.27,,
California,Contra Costa,1986,11,,9.14,
California,Contra Costa,1986,6,20.69,,
California,Contra Costa,1986,7,29.5,,
California,Contra Costa,1986,4,15.15,,
California,Contra Costa,1986,5,,,16.27
California,Contra Costa,1986,10,,,7.0
California,Contra Costa,1986,12,12.42,,
California,Contra Costa,1986,8,19.11,,
California,Contra Costa,1986,2,20.48,,
California,Del Norte,1986,5,,20.71,
California,Del Norte,1986,12,,9.88,
California,Del Norte,1986,2,12.24,,
California,Del Norte,1986,11,,,10.04
California,Del Norte,1986,4,41.14,,
California,Del Norte,1986,9,42.15,,
California,Del Norte,1986,1,,,2.1
California,Del Norte,1986,6,,11.81,
California,Del Norte,1986,10,,,18.1
California,Del Norte,1986,8,14.84,,
California,Del Norte,1986,3,,7.3,
California,Del Norte,1986,7,,,8.11
California,El Dorado,1986,2,,24.01,
California,El Dorado,1986,12,,,13.42
California,El Dorado,1986,4,,10.03,
California,El Dorado,1986,8,,,6.38
California,El Dorado,1986,3,,-0.05,
California,El Dorado,1986,9,37.98,,
California,El Dorado,1986,5,30.43,,
California,El Dorado,1986,1,,,1.22
California,El Dorado,1986,7,,,8.66
California,El Dorado,1986,11,10.72,,
California,El Dorado,1986,6,,11.12,
California,El Dorado,1986,10,23.05,,
California,Fresno,1986,12,,19.49,
California,Fresno,1986,7,,,4.1
California,Fresno,1986,2,,14.24,
California,Fresno,1986,4,13.63,,
California,Fresno,1986,1,,,3.87
California,Fresno,1986,9,,23.74,
California,Fresno,1986,5,25.78,,
California,Fresno,1986,6,,-1.68,
California,Fresno,1986,8,,,2.04
California,Fresno,1986,10,,,6.22
California,Fresno,1986,3,,,17.25
California,Fresno,1986,11,12.72,,
California,Glenn,1986,6,,,10.09
California,Glenn,1986,7,32.8,,
California,Glenn,1986,10,,,10.56
California,Glenn,1986,8,,,3.44
California,Glenn,1986,4,,2.03,
California,Glenn,1986,3,,,19.56
California,Glenn,1986,11,,21.96,
California,Glenn,1986,5,21.21,,
California,Glenn,1986,12,,,9.84
California,Glenn,1986,2,,,9.91
California,Glenn,1986,9,13.93,,
California,Glenn,1986,1,18.15,,
California,Humboldt,1986,8,18.72,,
California,Humboldt,1986,9,,-3.68,
California,Humboldt,1986,1,11.52,,
California,Humboldt,1986,7,44.69,,
California,Humboldt,1986,12,,,3.99
California,Humboldt,1986,5,,,18.87
California,Humboldt,1986,6,,,5.24
California,Humboldt,1986,11,,-3.37,
California,Humboldt,1986,10,,,9.87
California,Humboldt,1986,2,,,19.36
California,Humboldt,1986,3,,,14.83
California,Humboldt,1986,4,,17.59,
California,Imperial,1986,11,,,12.65
California,Imperial,1986,9,31.27,,
California,Imperial,1986,4,,15.68,
California,Imperial,1986,2,,,16.78
California,Imperial,1986,3,,,5.26
California,Imperial,1986,7,22.41,,
California,Imperial,1986,12,,,9.01
California,Imperial,1986,6,12.71,,
California,Imperial,1986,10,,,1.72
California,Imperial,1986,1,35.38,,
California,Imperial,1986,8,,,18.38
California,Imperial,1986,5,,5.55,
California,Inyo,1986,10,,,5.47
California,Inyo,1986,3,,,16.16
California,Inyo,1986,11,,19.72,
California,Inyo,1986,1,41.38,,
California,Inyo,1986,6,30.52,,
California,Inyo,1986,8,,,12.49
California,Inyo,1986,2,,0.65,
California,Inyo,1986,9,,,8.57
California,Inyo,1986,5,32.49,,
California,Inyo,1986,7,38.23,,
California,Inyo,1986,4,42.0,,
California,Inyo,1986,12,,23.3,
California,Kern,1986,4,,,15.65
California,Kern,1986,2,38.76,,
California,Kern,1986,11,41.03,,
California,Kern,1986,10,,,16.66
California,Kern,1986,5,,,11.85
California,Kern,1986,1,,,16.71
California,Kern,1986,3,42.3,,
California,Kern,1986,9,,,7.7
California,Kern,1986,6,,,7.1
California,Kern,1986,8,35.32,,
California,Kern,1986,12,,1.91,
California,Kern,1986,7,,13.78,
California,Kings,1986,5,40.69,,
California,Kings,1986,2,36.76,,
California,Kings,1986,4,40.34,,
California,Kings,1986,8,,-4.1,
California,Kings,1986,11,29.41,,
California,Kings,1986,9,,-1.76,
California,Kings,1986,12,,,6.6
California,Kings,1986,1,19.42,,
California,Kings,1986,10,41.52,,
California,Kings,1986,7,,24.78,
California,Kings,1986,6,34.28,,
California,Kings,1986,3,,18.48,
California,Lake,1986,5,,19.5,
California,Lake,1986,3,15.79,,
California,Lake,1986,7,,19.45,
California,Lake,1986,10,,,0.11
California,Lake,1986,2,,,18.5
California,Lake,1986,4,,0.49,
California,Lake,1986,8,,,9.32
California,Lake,1986,12,,,19.21
California,Lake,1986,6,,13.08,
California,Lake,1986,9,32.43,,
California,Lake,1986,1,,,1.88
California,Lake,1986,11,,,16.8
California,Lassen,1986,7,,,17.12
California,Lassen,1986,4,23.81,,
California,Lassen,1986,1,,1.59,
California,Lassen,1986,12,37.09,,
California,Lassen,1986,9,12.64,,
California,Lassen,1986,10,,,2.1
California,Lassen,1986,8,33.79,,
California,Lassen,1986,2,,13.72,
California,Lassen,1986,11,,3.82,
California,Lassen,1986,5,,6.17,
California,Lassen,1986,6,,,6.42
California,Lassen,1986,3,,-2.69,
California,Los Angeles,1986,9,,22.01,
California,Los Angeles,1986,8,,0.88,
California,Los Angeles,1986,4,31.6,,
California,Los Angeles,1986,5,,22.52,
California,Los Angeles,1986,12,,,11.78
California,Los Angeles,1986,3,20.66,,
California,Los Angeles,1986,7,,,1.09
California,Los Angeles,1986,1,,6.23,
California,Los Angeles,1986,2,,,17.32
California,Los Angeles,1986,6,,6.75,
California,Los Angeles,1986,11,10.85,,
California,Los Angeles,1986,10,,6.26,
California,Madera,1986,3,33.67,,
California,Madera,1986,5,,,12.94
California,Madera,1986,11,27.66,,
California,Madera,1986,1,14.16,,
California,Madera,1986,4,,14.43,
California,Madera,1986,8,15.94,,
California,Madera,1986,7,,,4.38
California,Madera,1986,2,42.4,,
California,Madera,1986,6,37.75,,
California,Madera,1986,9,,1.11,
California,Madera,1986,10,29.61,,
California,Madera,1986,12,,,1.43
California,Marin,1986,7,,13.19,
California,Marin,1986,10,,22.14,
California,Marin,1986,11,,18.43,
California,Marin,1986,5,,-4.32,
California,Marin,1986,9,,,4.46
California,Marin,1986,3,,,9.91
California,Marin,1986,6,,3.68,
California,Marin,1986,12,,,6.63
California,Marin,1986,8,42.61,,
California,Marin,1986,2,16.0,,
California,Marin,1986,4,,15.24,
California,Marin,1986,1,,,13.07
California,Mariposa,1986,11,,,0.54
California,Mariposa,1986,1,24.89,,
California,Mariposa,1986,12,,16.83,
California,Mariposa,1986,7,,15.07,
California,Mariposa,1986,4,,23.25,
California,Mariposa,1986,10,40.36,,
California,Mariposa,1986,6,,,1.31
California,Mariposa,1986,5,,23.9,
California,Mariposa,1986,2,34.91,,
California,Mariposa,1986,3,,,11.19
California,Mariposa,1986,9,,24.69,
California,Mariposa,1986,8,38.63,,
California,Mendocino,1986,4,20.6,,
California,Mendocino,1986,9,,11.5,
California,Mendocino,1986,12,,12.0,
California,Mendocino,1986,2,,,8.48
California,Mendocino,1986,8,,2.24,
California,Mendocino,1986,1,,,17.46
California,Mendocino,1986,7,19.65,,
California,Mendocino,1986,5,,11.91,
California,Mendocino,1986,11,,7.97,
California,Mendocino,1986,3,,2.57,
California,Mendocino,1986,6,11.35,,
California,Mendocino,1986,10,32.45,,
California,Merced,1986,6,,11.9,
California,Merced,1986,10,,,12.38
California,Merced,1986,11,,,13.53
California,Merced,1986,5,,,2.51
California,Merced,1986,3,,,5.92
California,Merced,1986,12,17.31,,
California,Merced,1986,7,,,19.26
California,Merced,1986,8,18.28,,
California,Merced,1986,2,11.37,,
California,Merced,1986,9,21.27,,
California,Merced,1986,1,,15.28,
California,Merced,1986,4,,,6.45
California,Modoc,1986,8,,,13.59
California,Modoc,1986,5,,19.33,
California,Modoc,1986,4,,17.34,
California,Modoc,1986,2,28.83,,
California,Modoc,1986,9,27.31,,
California,Modoc,1986,6,13.79,,
California,Modoc,1986,7,,7.09,
California,Modoc,1986,11,,15.21,
California,Modoc,1986,3,,2.91,
California,Modoc,1986,1,22.3,,
California,Modoc,1986,12,,24.72,
California,Modoc,1986,10,27.92,,
California,Mono,1986,8,,,19.96
California,Mono,1986,5,,15.23,
California,Mono,1986,6,30.53,,
California,Mono,1986,10,17.03,,
California,Mono,1986,9,,-3.71,
California,Mono,1986,4,40.45,,
California,Mono,1986,11,27.45,,
California,Mono,1986,3,,20.88,
California,Mono,1986,7,,-0.25,
California,Mono,1986,12,34.66,,
California,Mono,1986,1,,,5.97
California,Mono,1986,2,,4.81,
California,Monterey,1986,7,,,14.61
California,Monterey,1986,2,,,18.62
California,Monterey,1986,10,,12.1,
California,Monterey,1986,5,,15.3,
California,Monterey,1986,4,,7.78,
California,Monterey,1986,8,,,12.89
California,Monterey,1986,1,,19.59,
California,Monterey,1986,3,,,9.46
California,Monterey,1986,6,,,3.86
California,Monterey,1986,9,,3.14,
California,Monterey,1986,12,,7.88,
California,Monterey,1986,11,24.98,,
California,Napa,1986,8,,24.86,
California,Napa,1986,4,34.95,,
California,Napa,1986,7,,,6.09
California,Napa,1986,5,,23.56,
California,Napa,1986,10,,12.58,
California,Napa,1986,2,,12.26,
California,Napa,1986,11,27.35,,
California,Napa,1986,3,44.87,,
California,Napa,1986,6,11.14,,
California,Napa,1986,1,,,15.58
California,Napa,1986,9,,,14.95
California,Napa,1986,12,,,16.26
California,Nevada,1986,2,43.77,,
California,Nevada,1986,10,34.13,,
California,Nevada,1986,11,,-1.27,
California,Nevada,1986,9,,,14.56
California,Nevada,1986,8,,,15.65
California,Nevada,1986,12,14.08,,
California,Nevada,1986,1,,-2.3,
California,Nevada,1986,3,,-2.66,
California,Nevada,1986,7,27.19,,
California,Nevada,1986,5,27.49,,
California,Nevada,1986,4,,,17.36
California,Nevada,1986,6,44.2,,
California,Orange,1986,11,,15.71,
California,Orange,1986,4,,,5.14
California,Orange,1986,2,,,1.76
California,Orange,1986,12,32.97,,
California,Orange,1986,6,,11.12,
California,Orange,1986,7,,,16.45
California,Orange,1986,1,13.03,,
California,Orange,1986,10,,-3.41,
California,Orange,1986,3,43.31,,
California,Orange,1986,5,,,9.29
California,Orange,1986,8,13.43,,
California,Orange,1986,9,,,0.66
California,Placer,1986,7,20.85,,
California,Placer,1986,9,39.64,,
California,Placer,1986,5,21.13,,
California,Placer,1986,1,14.92,,
California,Placer,1986,3,22.78,,
California,Placer,1986,2,,23.88,
California,Placer,1986,10,,4.54,
California,Placer,1986,12,30.5,,
California,Placer,1986,11,,,10.48
California,Placer,1986,8,16.05,,
California,Placer,1986,4,,10.4,
California,Placer,1986,6,,,9.26
California,Plumas,1986,2,33.2,,
California,Plumas,1986,8,,20.91,
California,Plumas,1986,12,38.47,,
California,Plumas,1986,5,,4.41,
California,Plumas,1986,9,,-0.02,
California,Plumas,1986,10,36.46,,
California,Plumas,1986,7,,,4.64
California,Plumas,1986,4,,,11.79
California,Plumas,1986,6,,9.43,
California,Plumas,1986,3,,23.93,
California,Plumas,1986,1,,23.53,
California,Plumas,1986,11,,,9.3
California,Riverside,1986,7,,3.61,
California,Riverside,1986,12,19.59,,
California,Riverside,1986,11,,-2.81,
California,Riverside,1986,1,,8.94,
California,Riverside,1986,3,,5.04,
California,Riverside,1986,4,,,11.72
California,Riverside,1986,5,,,19.62
California,Riverside,1986,8,,,1.86
California,Riverside,1986,6,20.03,,
California,Riverside,1986,2,41.75,,
California,Riverside,1986,10,13.95,,
California,Riverside,1986,9,,-0.41,
California,Sacramento,1986,6,,,17.89
California,Sacramento,1986,2,,,13.32
California,Sacramento,1986,3,38.05,,
California,Sacramento,1986,10,,3.48,
California,Sacramento,1986,7,,,19.6
California,Sacramento,1986,8,,10.83,
California,Sacramento,1986,9,11.54,,
California,Sacramento,1986,4,,-3.89,
California,Sacramento,1986,1,39.87,,
California,Sacramento,1986,5,,,3.8
California,Sacramento,1986,11,,15.03,
California,Sacramento,1986,12,,12.49,
California,San Benito,1986,4,12.62,,
California,San Benito,1986,11,,5.41,
California,San Benito,1986,2,,10.37,
California,San Benito,1986,12,,,4.79
California,San Benito,1986,5,,17.23,
California,San Benito,1986,3,,,0.61
California,San Benito,1986,6,13.08,,
California,San Benito,1986,1,,,6.33
California,San Benito,1986,9,,10.35,
California,San Benito,1986,8,14.39,,
California,San Benito,1986,10,17.63,,
California,San Benito,1986,7,,,14.05
California,San Bernardino,1986,10,,,9.29
California,San Bernardino,1986,2,42.86,,
California,San Bernardino,1986,5,,19.75,
California,San Bernardino,1986,9,38.8,,
California,San Bernardino,1986,12,,7.99,
California,San Bernardino,1986,3,18.68,,
California,San Bernardino,1986,11,,16.0,
California,San Bernardino,1986,7,39.46,,
California,San Bernardino,1986,6,,-4.48,
California,San Bernardino,1986,8,,,17.37
California,San Bernardino,1986,4,,,2.75
California,San Bernardino,1986,1,26.07,,
California,San Diego,1986,5,22.74,,
California,San Diego,1986,2,,,5.82
California,San Diego,1986,10,,,14.18
California,San Diego,1986,6,,3.03,
California,San Diego,1986,12,32.25,,
California,San Diego,1986,3,,,13.91
California,San Diego,1986,11,,,9.7
California,San Diego,1986,4,,-4.18,
California,San Diego,1986,8,19.83,,
California,San Diego,1986,1,,5.72,
California,San Diego,1986,9,,,9.07
California,San Diego,1986,7,,19.68,
California,San Francisco,1986,12,,2.5,
California,San Francisco,1986,2,,,1.93
California,San Francisco,1986,9,,,7.13
California,San Francisco,1986,7,27.43,,
California,San Francisco,1986,3,,1.63,
California,San Francisco,1986,11,26.94,,
California,San Francisco,1986,1,,,13.98
California,San Francisco,1986,6,,,11.95
California,San Francisco,1986,10,,,8.36
California,San Francisco,1986,8,20.08,,
California,San Francisco,1986,5,,21.72,
California,San Francisco,1986,4,35.32,,
California,San Joaquin,1986,8,14.16,,
California,San Joaquin,1986,3,,15.29,
California,San Joaquin,1986,4,34.69,,
California,San Joaquin,1986,12,,23.77,
California,San Joaquin,1986,10,,,14.79
California,San Joaquin,1986,11,,22.45,
California,San Joaquin,1986,7,34.45,,
California,San Joaquin,1986,9,,,6.91
California,San Joaquin,1986,1,18.7,,
California,San Joaquin,1986,2,,,6.98
California,San Joaquin,1986,6,42.99,,
California,San Joaquin,1986,5,,5.75,
California,San Luis Obispo,1986,4,,15.8,
California,San Luis Obispo,1986,12,,3.35,
California,San Luis Obispo,1986,11,,-3.3,
California,San Luis Obispo,1986,1,26.84,,
California,San Luis Obispo,1986,3,,0.41,
California,San Luis Obispo,1986,5,41.87,,
California,San Luis Obispo,1986,8,,5.63,
California,San Luis Obispo,1986,6,,,17.3
California,San Luis Obispo,1986,2,,20.89,
California,San Luis Obispo,1986,10,,24.44,
California,San Luis Obispo,1986,7,,14.34,
California,San Luis Obispo,1986,9,12.72,,
California,San Mateo,1986,2,28.9,,
California,San Mateo,1986,5,12.42,,
California,San Mateo,1986,1,,,2.31
California,San Mateo,1986,4,,19.1,
California,San Mateo,1986,12,,,4.47
California,San Mateo,1986,8,20.14,,
California,San Mateo,1986,9,,11.99,
California,San Mateo,1986,11,30.06,,
California,San Mateo,1986,3,,10.46,
California,San Mateo,1986,6,17.64,,
California,San Mateo,1986,7,,,15.77
California,San Mateo,1986,10,,10.85,
California,Santa Barbara,1986,9,40.32,,
California,Santa Barbara,1986,5,,,4.91
California,Santa Barbara,1986,6,34.99,,
California,Santa Barbara,1986,7,23.59,,
California,Santa Barbara,1986,10,,22.21,
California,Santa Barbara,1986,8,,12.43,
California,Santa Barbara,1986,2,,24.26,
California,Santa Barbara,1986,1,,,5.44
California,Santa Barbara,1986,11,,,19.49
California,Santa Barbara,1986,4,15.71,,
California,Santa Barbara,1986,12,,,10.1
California,Santa Barbara,1986,3,,-3.74,
California,Santa Clara,1986,5,,9.1,
California,Santa Clara,1986,11,,,19.04
California,Santa Clara,1986,2,15.38,,
California,Santa Clara,1986,6,43.39,,
California,Santa Clara,1986,8,,,6.59
California,Santa Clara,1986,7,,,0.81
California,Santa Clara,1986,4,,-3.89,
California,Santa Clara,1986,3,,19.39,
California,Santa Clara,1986,10,,,8.67
California,Santa Clara,1986,1,,,9.3
California,Santa Clara,1986,12,39.05,,
California,Santa Clara,1986,9,,,6.41
California,Santa Cruz,1986,2,,9.7,
California,Santa Cruz,1986,6,37.34,,
California,Santa Cruz,1986,7,29.92,,
California,Santa Cruz,1986,1,,,16.04
California,Santa Cruz,1986,9,,,4.06
California,Santa Cruz,1986,11,,,16.3
California,Santa Cruz,1986,4,,14.27,
California,Santa Cruz,1986,10,,,18.39
California,Santa Cruz,1986,12,,,11.12
California,Santa Cruz,1986,3,,17.17,
California,Santa Cruz,1986,8,,0.12,
California,Santa Cruz,1986,5,19.45,,
California,Shasta,1986,5,11.33,,
California,Shasta,1986,3,22.36,,
California,Shasta,1986,11,27.81,,
California,Shasta,1986,1,,,2.9
California,Shasta,1986,12,,15.02,
California,Shasta,1986,9,,,18.88
California,Shasta,1986,4,,,1.41
California,Shasta,1986,6,,,17.65
California,Shasta,1986,2,,,8.73
California,Shasta,1986,8,23.94,,
California,Shasta,1986,7,29.35,,
California,Shasta,1986,10,43.71,,
California,Sierra,1986,2,,-4.25,
California,Sierra,1986,5,,2.44,
California,Sierra,1986,1,,,9.22
California,Sierra,1986,4,37.26,,
California,Sierra,1986,7,29.78,,
California,Sierra,1986,11,24.77,,
California,Sierra,1986,12,,,3.55
California,Sierra,1986,8,,18.39,
California,Sierra,1986,10,,,10.31
California,Sierra,1986,6,11.5,,
California,Sierra,1986,9,,24.46,
California,Sierra,1986,3,12.18,,
California,Siskiyou,1986,4,21.18,,
California,Siskiyou,1986,10,,,6.41
California,Siskiyou,1986,9,21.2,,
California,Siskiyou,1986,7,36.71,,
California,Siskiyou,1986,11,32.15,,
California,Siskiyou,1986,6,,15.76,
California,Siskiyou,1986,5,21.97,,
California,Siskiyou,1986,3,,,6.66
California,Siskiyou,1986,1,33.71,,
California,Siskiyou,1986,12,,19.37,
California,Siskiyou,1986,2,,18.38,
California,Siskiyou,1986,8,,,19.12
California,Solano,1986,6,,21.78,
California,Solano,1986,4,,0.92,
California,Solano,1986,5,,2.77,
California,Solano,1986,11,,0.89,
California,Solano,1986,3,18.03,,
California,Solano,1986,10,,0.69,
California,Solano,1986,1,,,13.21
California,Solano,1986,2,37.87,,
California,Solano,1986,12,,18.37,
California,Solano,1986,8,,,16.74
California,Solano,1986,7,,8.87,
California,Solano,1986,9,,8.29,
California,Sonoma,1986,12,,,9.51
California,Sonoma,1986,10,40.91,,
California,Sonoma,1986,4,,,8.17
California,Sonoma,1986,11,,,7.96
California,Sonoma,1986,8,,13.19,
California,Sonoma,1986,9,13.73,,
California,Sonoma,1986,2,,10.7,
California,Sonoma,1986,1,44.0,,
California,Sonoma,1986,7,18.91,,
California,Sonoma,1986,3,,14.11,
California,Sonoma,1986,6,,-3.01,
California,Sonoma,1986,5,,,16.6
California,Stanislaus,1986,12,,5.67,
California,Stanislaus,1986,5,,4.02,
California,Stanislaus,1986,9,,,18.48
California,Stanislaus,1986,7,,11.29,
California,Stanislaus,1986,10,,,6.04
California,Stanislaus,1986,11,,17.12,
California,Stanislaus,1986,6,22.89,,
California,Stanislaus,1986,1,,14.8,
California,Stanislaus,1986,8,43.47,,
California,Stanislaus,1986,4,,,11.4
California,Stanislaus,1986,3,,18.11,
California,Stanislaus,1986,2,18.83,,
California,Sutter,1986,2,,,10.94
California,Sutter,1986,10,,,17.64
California,Sutter,1986,4,17.99,,
California,Sutter,1986,5,,,18.25
California,Sutter,1986,1,,7.21,
California,Sutter,1986,12,,8.61,
California,Sutter,1986,7,,23.02,
California,Sutter,1986,11,,,10.02
California,Sutter,1986,8,,,17.95
California,Sutter,1986,3,19.06,,
California,Sutter,1986,9,,,15.59
California,Sutter,1986,6,,,6.8
California,Tehama,1986,10,33.76,,
California,Tehama,1986,6,,13.75,
California,Tehama,1986,9,,,9.12
California,Tehama,1986,1,,22.79,
California,Tehama,1986,12,11.34,,
California,Tehama,1986,8,,,10.07
California,Tehama,1986,2,,14.2,
California,Tehama,1986,3,,15.3,
California,Tehama,1986,7,,,0.5
California,Tehama,1986,11,,,12.34
California,Tehama,1986,5,,,15.3
California,Tehama,1986,4,,,15.96
California,Trinity,1986,10,15.43,,
California,Trinity,1986,2,31.57,,
California,Trinity,1986,12,35.64,,
California,Trinity,1986,7,,,6.17
California,Trinity,1986,4,,6.13,
California,Trinity,1986,1,,,18.8
California,Trinity,1986,5,43.05,,
California,Trinity,1986,9,,,3.81
California,Trinity,1986,3,,12.91,
California,Trinity,1986,6,13.37,,
California,Trinity,1986,8,37.06,,
California,Trinity,1986,11,,,0.01
California,Tulare,1986,6,,18.49,
California,Tulare,1986,5,,24.1,
California,Tulare,1986,8,,2.13,
California,Tulare,1986,12,,,8.97
California,Tulare,1986,11,,,6.38
California,Tulare,1986,4,18.26,,
California,Tulare,1986,9,,1.98,
California,Tulare,1986,3,,-2.58,
California,Tulare,1986,10,,,16.5
California,Tulare,1986,1,,1.21,
California,Tulare,1986,2,,,7.97
California,Tulare,1986,7,,9.68,
California,Tuolumne,1986,11,,,11.59
California,Tuolumne,1986,3,40.54,,
California,Tuolumne,1986,10,43.97,,
California,Tuolumne,1986,5,,,19.34
California,Tuolumne,1986,7,42.02,,
California,Tuolumne,1986,8,,22.14,
California,Tuolumne,1986,2,20.87,,
California,Tuolumne,1986,4,,22.59,
California,Tuolumne,1986,9,34.77,,
California,Tuolumne,1986,12,,0.36,
California,Tuolumne,1986,6,,13.52,
California,Tuolumne,1986,1,,-4.64,
California,Ventura,1986,7,,-4.36,
California,Ventura,1986,3,,,14.54
California,Ventura,1986,1,,21.53,
California,Ventura,1986,2,,,7.8
California,Ventura,1986,4,,,11.71
California,Ventura,1986,5,,,3.65
California,Ventura,1986,6,,,5.23
California,Ventura,1986,9,,17.81,
California,Ventura,1986,12,,,11.45
California,Ventura,1986,11,,6.83,
California,Ventura,1986,8,,,2.74
California,Ventura,1986,10,,7.6,
California,Yolo,1986,4,43.01,,
California,Yolo,1986,6,,-0.71,
California,Yolo,1986,9,,,3.04
California,Yolo,1986,10,,,13.53
California,Yolo,1986,2,,,7.21
California,Yolo,1986,1,,6.41,
California,Yolo,1986,12,33.83,,
California,Yolo,1986,5,,,11.88
California,Yolo,1986,8,,,14.05
California,Yolo,1986,3,,-3.6,
California,Yolo,1986,11,33.43,,
California,Yolo,1986,7,,6.25,
California,Yuba,1986,9,,1.73,
California,Yuba,1986,8,,7.57,
California,Yuba,1986,10,,,1.61
California,Yuba,1986,4,,-1.55,
California,Yuba,1986,7,,1.53,
California,Yuba,1986,1,34.72,,
California,Yuba,1986,6,,,5.21
California,Yuba,1986,11,31.83,,
California,Yuba,1986,3,,22.92,
California,Yuba,1986,2,,4.22,
California,Yuba,1986,5,,,6.56
California,Yuba,1986,12,25.62,,
California,Alameda,1987,9,,,16.52
California,Alameda,1987,11,,17.43,
California,Alameda,1987,6,,,2.23
California,Alameda,1987,12,,5.67,
California,Alameda,1987,3,,11.73,
California,Alameda,1987,5,,5.51,
California,Alameda,1987,8,,-4.74,
California,Alameda,1987,7,,-1.41,
California,Alameda,1987,4,,12.28,
California,Alameda,1987,1,,-3.85,
California,Alameda,1987,10,,,7.21
California,Alameda,1987,2,40.44,,
California,Alpine,1987,10,,,14.87
California,Alpine,1987,12,,13.12,
California,Alpine,1987,3,,21.93,
California,Alpine,1987,2,11.6,,
California,Alpine,1987,11,,,9.3
California,Alpine,1987,6,,,7.63
California,Alpine,1987,8,30.32,,
California,Alpine,1987,5,,,15.13
California,Alpine,1987,1,22.36,,
California,Alpine,1987,7,,,6.63
California,Alpine,1987,9,20.94,,
California,Alpine,1987,4,,3.98,
California,Amador,1987,8,,19.56,
California,Amador,1987,5,,,8.91
California,Amador,1987,9,33.58,,
California,Amador,1987,6,,,7.81
California,Amador,1987,2,27.58,,
California,Amador,1987,3,,,1.84
California,Amador,1987,12,,8.55,
California,Amador,1987,7,25.61,,
California,Amador,1987,1,31.44,,
California,Amador,1987,10,,12.67,
California,Amador,1987,4,43.88,,
California,Amador,1987,11,,-4.7,
California,Butte,1987,1,,,14.19
California,Butte,1987,6,37.26,,
California,Butte,1987,10,,12.12,
California,Butte,1987,8,,,8.18
California,Butte,1987,12,,,15.79
California,Butte,1987,9,,3.76,
California,Butte,1987,7,,,4.91
California,Butte,1987,11,,3.39,
California,Butte,1987,2,,22.8,
California,Butte,1987,4,24.67,,
California,Butte,1987,5,,,3.99
